station,date,co,no2,o3,pm10,pm25,humidity,so2,year,month,day,day_of_week,,AQI_PM25,AQI_PM10,AQI_NO2,AQI_SO2,AQI_CO,AQI_O3,FINAL_AQI
Bollaram Industrial Area,01-09-2023,0.44511875,24.9288,33.20975,163.7916667,57.54166667,70.82916667,6.505241667,2023,9,1,Friday,,95.84626437,142.7206376,31.161,8.131552083,22.2559375,33.20975,142.7206376
Bollaram Industrial Area,02-09-2023,0.484716667,28.71543333,32.88308333,136.9583333,52.20833333,71.775,5.982333333,2023,9,2,Saturday,,86.83477011,124.8917785,35.89429167,7.477916667,24.23583333,32.88308333,124.8917785
Bollaram Industrial Area,03-09-2023,0.35495,24.2661,33.65565,49.125,27.66666667,85.69583333,4.962716667,2023,9,3,Sunday,,46.11111111,49.125,30.332625,6.203395833,17.7475,33.65565,49.125
Bollaram Industrial Area,04-09-2023,0.38500625,29.44785,33.4474,56,32.95833333,93.87916667,4.937608333,2023,9,4,Monday,,54.30890805,56,36.8098125,6.172010417,19.2503125,33.4474,56
Bollaram Industrial Area,05-09-2023,0.385317391,29.26751304,33.8526087,49.17391304,25.43478261,94.4826087,6.226486957,2023,9,5,Tuesday,,42.39130435,49.17391304,36.5843913,7.783108696,19.26586957,33.8526087,49.17391304
Bollaram Industrial Area,06-09-2023,0.514772917,31.94668333,33.40085,85.95833333,35.79166667,88.28333333,7.689700083,2023,9,6,Wednesday,,59.09626437,85.95833333,39.93335417,9.612125104,25.73864583,33.40085,85.95833333
Bollaram Industrial Area,07-09-2023,0.440825,28.94103333,33.65238333,45.95833333,21,87.225,5.363358333,2023,9,7,Thursday,,35,45.95833333,36.17629167,6.704197917,22.04125,33.65238333,45.95833333
Bollaram Industrial Area,08-09-2023,0.370216667,26.87068333,32.92963333,32.04166667,15.5,85.9125,7.843625,2023,9,8,Friday,,25.83333333,32.04166667,33.58835417,9.80453125,18.51083333,32.92963333,33.58835417
Bollaram Industrial Area,09-09-2023,0.345885417,36.94513333,34.72303333,32.625,14.66666667,86.05238095,11.61096667,2023,9,9,Saturday,,24.44444444,32.625,46.18141667,14.51370833,17.29427083,34.72303333,46.18141667
Bollaram Industrial Area,10-09-2023,0.635952083,70.35351667,38.60383333,46.04166667,24.45833333,,14.05848333,2023,9,10,Sunday,,40.76388889,46.04166667,87.8800594,17.57310417,31.79760417,38.60383333,87.8800594
Bollaram Industrial Area,11-09-2023,0.624771739,41.70984348,38.8829913,60.91304348,23.82608696,76.825,10.61669565,2023,9,11,Monday,,39.71014493,60.91304348,51.89185463,13.27086957,31.23858696,38.8829913,60.91304348
Bollaram Industrial Area,12-09-2023,0.431283333,30.02438333,37.83616667,65.375,24.5,81.27083333,4.069733417,2023,9,12,Tuesday,,40.83333333,65.375,37.53047917,5.087166771,21.56416667,37.83616667,65.375
Bollaram Industrial Area,13-09-2023,0.41076875,28.83528333,39.85741667,70.5,26.41666667,76.85833333,9.537891667,2023,9,13,Wednesday,,44.02777778,70.5,36.04410417,11.92236458,20.5384375,39.85741667,70.5
Bollaram Industrial Area,14-09-2023,0.535764583,32.37751667,36.7304,57.16666667,22,81.38333333,5.920108292,2023,9,14,Thursday,,36.66666667,57.16666667,40.47189583,7.400135365,26.78822917,36.7304,57.16666667
Bollaram Industrial Area,15-09-2023,0.405230435,40.17805217,37.85697391,56.65217391,20.82608696,79.43913043,6.914521696,2023,9,15,Friday,,34.71014493,56.65217391,49.96729632,8.64315212,20.26152174,37.85697391,56.65217391
Bollaram Industrial Area,16-09-2023,0.512864583,36.8057,40.18898333,49.70833333,21.45833333,77.37083333,7.452808333,2023,9,16,Saturday,,35.76388889,49.70833333,46.007125,9.316010417,25.64322917,40.18898333,49.70833333
Bollaram Industrial Area,17-09-2023,0.477560417,30.89388333,37.81738333,67.41666667,23.04166667,73.35416667,9.214758292,2023,9,17,Sunday,,38.40277778,67.41666667,38.61735417,11.51844786,23.87802083,37.81738333,67.41666667
Bollaram Industrial Area,18-09-2023,0.464202087,26.27143333,37.80595,61.91666667,22.375,71.15416667,12.25286667,2023,9,18,Monday,,37.29166667,61.91666667,32.83929167,15.31608333,23.21010438,37.80595,61.91666667
Bollaram Industrial Area,19-09-2023,0.441779171,30.82965,37.63771667,61.54166667,22.54166667,74.49583333,6.824008417,2023,9,19,Tuesday,,37.56944444,61.54166667,38.5370625,8.530010521,22.08895854,37.63771667,61.54166667
Bollaram Industrial Area,20-09-2023,0.430329167,29.4831,37.6663,71.625,22,73.74166667,6.011808333,2023,9,20,Wednesday,,36.66666667,71.625,36.853875,7.514760417,21.51645833,37.6663,71.625
Bollaram Industrial Area,21-09-2023,0.444641667,29.52461667,37.67201667,58.875,19.83333333,81.75833333,5.295675,2023,9,21,Thursday,,33.05555556,58.875,36.90577083,6.61959375,22.23208333,37.67201667,58.875
Bollaram Industrial Area,22-09-2023,0.702539286,36.801,35.3682,67.5,17.85714286,83.52857143,3.961814286,2023,9,22,Friday,,29.76190476,67.5,46.00125,4.952267857,35.12696429,35.3682,67.5
Bollaram Industrial Area,23-09-2023,0.398841667,35.99181667,37.88353333,54.25,19.83333333,81.5125,5.683216667,2023,9,23,Saturday,,33.05555556,54.25,44.98977083,7.104020833,19.94208333,37.88353333,54.25
Bollaram Industrial Area,24-09-2023,0.452275,34.20503333,37.57891667,61.79166667,26.41666667,86.5,4.725825,2023,9,24,Sunday,,44.02777778,61.79166667,42.75629167,5.90728125,22.61375,37.57891667,61.79166667
Bollaram Industrial Area,25-09-2023,0.426989583,32.83028333,37.86311667,60.20833333,22.16666667,86.3,6.803266667,2023,9,25,Monday,,36.94444444,60.20833333,41.03785417,8.504083333,21.34947917,37.86311667,60.20833333
Bollaram Industrial Area,26-09-2023,0.51668125,40.7067,37.54951667,89.08333333,35.33333333,81.4375,7.564158375,2023,9,26,Tuesday,,58.32183908,89.08333333,50.63149487,9.455197969,25.8340625,37.54951667,89.08333333
Bollaram Industrial Area,27-09-2023,0.958937504,41.65375,39.44745,133.2916667,55.66666667,80.95833333,7.533591667,2023,9,27,Wednesday,,92.67816092,122.4555369,51.82137821,9.416989583,47.94687521,39.44745,122.4555369
Bollaram Industrial Area,28-09-2023,0.68556875,28.94416667,38.71653333,58.25,31.25,80.30416667,5.996524958,2023,9,28,Thursday,,51.42241379,58.25,36.18020833,7.495656198,34.2784375,38.71653333,58.25
Bollaram Industrial Area,29-09-2023,0.522658824,23.92244706,38.82183529,53.70588235,23.05882353,78.30588235,5.186058765,2023,9,29,Friday,,38.43137255,53.70588235,29.90305882,6.482573456,26.13294118,38.82183529,53.70588235
Bollaram Industrial Area,30-09-2023,0.578702083,29.20815,38.83495,60.25,21.25,78.59583333,8.066325042,2023,9,30,Saturday,,35.41666667,60.25,36.5101875,10.0829063,28.93510417,38.83495,60.25
Central University,01-09-2023,0.493304167,47.49428333,2.360166667,127.9166667,48.33333333,64.33333333,3.800091667,2023,9,1,Friday,,80.28735632,118.8842282,59.15948419,4.750114583,24.66520833,2.360166667,118.8842282
Central University,02-09-2023,0.434622917,44.9743,2.433666667,73.875,23.625,66.15416667,5.172316667,2023,9,2,Saturday,,39.375,73.875,55.99335128,6.465395833,21.73114583,2.433666667,73.875
Central University,03-09-2023,0.36210625,38.35905,2.556166667,15.375,6.291666667,76.66666667,4.830625,2023,9,3,Sunday,,10.48611111,15.375,47.9488125,6.03828125,18.1053125,2.556166667,47.9488125
Central University,04-09-2023,0.410291667,40.21398333,2.515333333,21.91666667,6.458333333,82.62916667,4.260775,2023,9,4,Monday,,10.76388889,21.91666667,50.0124406,5.32596875,20.51458333,2.515333333,50.0124406
Central University,05-09-2023,0.328710417,36.18686667,3.127833333,22.875,7.708333333,82.55416667,2.769558333,2023,9,5,Tuesday,,12.84722222,22.875,45.23358333,3.461947917,16.43552083,3.127833333,45.23358333
Central University,06-09-2023,0.39073125,36.56678333,2.646,26.66666667,8.75,78.19166667,4.749841667,2023,9,6,Wednesday,,14.58333333,26.66666667,45.70847917,5.937302083,19.5365625,2.646,45.70847917
Central University,07-09-2023,0.283864583,31.9788,2.760333333,15.20833333,4.083333333,76.00833333,5.545666625,2023,9,7,Thursday,,6.805555556,15.20833333,39.9735,6.932083281,14.19322917,2.760333333,39.9735
Central University,08-09-2023,0.25046875,33.44441667,2.662333333,20.20833333,3.958333333,75.17083333,5.222533292,2023,9,8,Friday,,6.597222222,20.20833333,41.80552083,6.528166615,12.5234375,2.662333333,41.80552083
Central University,09-09-2023,0.332527083,32.77701667,3.1115,20.45833333,5.625,78.48333333,5.891725083,2023,9,9,Saturday,,9.375,20.45833333,40.97127083,7.364656354,16.62635417,3.1115,40.97127083
Central University,10-09-2023,0.322985417,31.1422,2.923666667,25.58333333,6.625,81.06666667,5.4365,2023,9,10,Sunday,,11.04166667,25.58333333,38.92775,6.795625,16.14927083,2.923666667,38.92775
Central University,11-09-2023,0.285772917,34.93431667,3.0135,37.91666667,9.583333333,73.91666667,5.016208333,2023,9,11,Monday,,15.97222222,37.91666667,43.66789583,6.270260417,14.28864583,3.0135,43.66789583
Central University,12-09-2023,0.319645833,37.06263333,2.744,38.25,8.583333333,72.6375,4.564258292,2023,9,12,Tuesday,,14.30555556,38.25,46.32829167,5.705322865,15.98229167,2.744,46.32829167
Central University,13-09-2023,0.361629167,38.04258333,3.0135,46.75,9.916666667,70.72083333,5.250916667,2023,9,13,Wednesday,,16.52777778,46.75,47.55322917,6.563645833,18.08145833,3.0135,47.55322917
Central University,14-09-2023,0.374510417,37.0595,3.323833333,40,8.583333333,74.02916667,4.19855,2023,9,14,Thursday,,14.30555556,40,46.324375,5.2481875,18.72552083,3.323833333,46.324375
Central University,15-09-2023,0.253808333,33.49925,2.809333333,33.20833333,9.5,71.9375,4.98455,2023,9,15,Friday,,15.83333333,33.20833333,41.8740625,6.2306875,12.69041667,2.809333333,41.8740625
Central University,16-09-2023,0.384529167,36.89813333,2.490833333,27.04166667,7.958333333,71.45,4.534783333,2023,9,16,Saturday,,13.26388889,27.04166667,46.12266667,5.668479167,19.22645833,2.490833333,46.12266667
Central University,17-09-2023,0.258102083,34.15411667,2.3275,40.75,8.666666667,70.17916667,4.719275,2023,9,17,Sunday,,14.44444444,40.75,42.69264583,5.89909375,12.90510417,2.3275,42.69264583
Central University,18-09-2023,0.268597917,34.62725,2.2785,44.875,10.04166667,65.05,5.264016708,2023,9,18,Monday,,16.73611111,44.875,43.2840625,6.580020885,13.42989583,2.2785,44.875
Central University,19-09-2023,0.322508333,36.8198,2.842,40.79166667,7.416666667,68.27916667,3.948558333,2023,9,19,Tuesday,,12.36111111,40.79166667,46.02475,4.935697917,16.12541667,2.842,46.02475
Central University,20-09-2023,0.345408333,39.90848333,2.482666667,49.04166667,10.45833333,69.17916667,6.29564175,2023,9,20,Wednesday,,17.43055556,49.04166667,49.88560417,7.869552188,17.27041667,2.482666667,49.88560417
Central University,21-09-2023,0.396065909,40.22772727,2.387636364,43.22727273,11.04545455,74.07727273,5.690163636,2023,9,21,Thursday,,18.40909091,43.22727273,50.02970862,7.112704545,19.80329545,2.387636364,50.02970862
Central University,22-09-2023,0.522015914,38.54341818,2.637090909,29.36363636,6.909090909,80.3,3.421481823,2023,9,22,Friday,,11.51515152,29.36363636,48.17927273,4.276852278,26.10079568,2.637090909,48.17927273
Central University,23-09-2023,0.365445833,33.20785,3.683166667,32.70833333,12.91666667,74.70833333,4.184358333,2023,9,23,Saturday,,21.52777778,32.70833333,41.5098125,5.230447917,18.27229167,3.683166667,41.5098125
Central University,24-09-2023,0.420310417,30.53041667,4.124166667,41.08333333,17.25,79.29583333,5.020575,2023,9,24,Sunday,,28.75,41.08333333,38.16302083,6.27571875,21.01552083,4.124166667,41.08333333
Central University,25-09-2023,0.447504167,32.85926667,4.1405,48.04166667,19.29166667,78.2125,3.603591667,2023,9,25,Monday,,32.15277778,48.04166667,41.07408333,4.504489583,22.37520833,4.1405,48.04166667
Central University,26-09-2023,0.448935421,32.47621667,4.124166667,53.75,22.20833333,74.30833333,5.326241667,2023,9,26,Tuesday,,37.01388889,53.75,40.59527083,6.657802083,22.44677104,4.124166667,53.75
Central University,27-09-2023,0.666962504,43.2635,4.246666667,83.58333333,32.33333333,73.02083333,5.642825,2023,9,27,Wednesday,,53.25287356,83.58333333,53.84388462,7.05353125,33.34812521,4.246666667,83.58333333
Central University,28-09-2023,0.63690625,42.91256667,4.3365,63.70833333,26.08333333,72.7625,5.324058333,2023,9,28,Thursday,,43.47222222,63.70833333,53.40296838,6.655072917,31.8453125,4.3365,63.70833333
Central University,29-09-2023,0.539104167,39.25675,3.707666667,56,22.375,75.78333333,4.6898,2023,9,29,Friday,,37.29166667,56,49.0709375,5.86225,26.95520833,3.707666667,56
Central University,30-09-2023,0.311535417,34.15098333,3.315666667,45.58333333,18.41666667,73.25,4.726916625,2023,9,30,Saturday,,30.69444444,45.58333333,42.68872917,5.908645781,15.57677083,3.315666667,45.58333333
ECIL KAPRA,02-09-2023,0.612608696,8.395217391,34.79434783,71.60347826,31.04608696,65.6226087,7.221304348,2023,9,2,Saturday,,51.07787106,71.60347826,10.49402174,9.026630435,30.63043478,34.79434783,71.60347826
ECIL KAPRA,03-09-2023,0.399583333,8.410833333,31.67708333,56.91625,30.28833333,81.42916667,4.82375,2023,9,3,Sunday,,49.79752874,56.91625,10.51354167,6.0296875,19.97916667,31.67708333,56.91625
ECIL KAPRA,04-09-2023,0.4975,7.169583333,25.85666667,58.21666667,29.93583333,90.13958333,5.154166667,2023,9,4,Monday,,49.89305556,58.21666667,8.961979167,6.442708333,24.875,25.85666667,58.21666667
ECIL KAPRA,05-09-2023,0.534166667,6.601666667,20.34541667,64.5475,35.05083333,92.16458333,5.98375,2023,9,5,Tuesday,,57.84451149,64.5475,8.252083333,7.4796875,26.70833333,20.34541667,64.5475
ECIL KAPRA,06-09-2023,0.62375,7.630833333,20.76,44.56291667,23.32375,85.79916667,11.04791667,2023,9,6,Wednesday,,38.87291667,44.56291667,9.538541667,13.80989583,31.1875,20.76,44.56291667
ECIL KAPRA,07-09-2023,0.360416667,7.575416667,25.21208333,57.44291667,30.78,83.90833333,13.83041667,2023,9,7,Thursday,,50.62827586,57.44291667,9.469270833,17.28802083,18.02083333,25.21208333,57.44291667
ECIL KAPRA,08-09-2023,0.593333333,6.695,16.22583333,68.93958333,29.4575,80.32833333,6.39,2023,9,8,Friday,,49.09583333,68.93958333,8.36875,7.9875,29.66666667,16.22583333,68.93958333
ECIL KAPRA,09-09-2023,0.57125,6.353333333,15.40666667,43.11291667,29.01375,85.13208333,7.01,2023,9,9,Saturday,,48.35625,43.11291667,7.941666667,8.7625,28.5625,15.40666667,48.35625
ECIL KAPRA,10-09-2023,0.425384615,8.020666667,23.64866667,54.70933333,20.74571429,92.37333333,2.884285714,2023,9,10,Sunday,,34.57619048,54.70933333,10.02583333,3.605357143,21.26923077,23.64866667,54.70933333
ECIL KAPRA,11-09-2023,0.461666667,7.575416667,19.3425,61.22125,29.71958333,80.56416667,5.692083333,2023,9,11,Monday,,49.53263889,61.22125,9.469270833,7.115104167,23.08333333,19.3425,61.22125
ECIL KAPRA,12-09-2023,0.609166667,6.32,21.29083333,70.52333333,30.44666667,76.01041667,9.145416667,2023,9,12,Tuesday,,50.06505747,70.52333333,7.9,11.43177083,30.45833333,21.29083333,70.52333333
ECIL KAPRA,13-09-2023,0.518333333,5.93875,20.98291667,69.19291667,27.99875,71.18333333,5.913333333,2023,9,13,Wednesday,,46.66458333,69.19291667,7.4234375,7.391666667,25.91666667,20.98291667,69.19291667
ECIL KAPRA,14-09-2023,0.572916667,7.268333333,16.38458333,59.54208333,27.32125,76.82041667,8.824166667,2023,9,14,Thursday,,45.53541667,59.54208333,9.085416667,11.03020833,28.64583333,16.38458333,59.54208333
ECIL KAPRA,15-09-2023,0.552916667,9.1825,19.92541667,57.57708333,33.54708333,74.5175,7.99625,2023,9,15,Friday,,55.30369253,57.57708333,11.478125,9.9953125,27.64583333,19.92541667,57.57708333
ECIL KAPRA,16-09-2023,0.630416667,8.589166667,17.29916667,55.73125,34.21791667,71.96541667,8.923333333,2023,9,16,Saturday,,56.43716954,55.73125,10.73645833,11.15416667,31.52083333,17.29916667,56.43716954
ECIL KAPRA,17-09-2023,0.512916667,6.786666667,17.585,55.96333333,31.75333333,69.06666667,7.637916667,2023,9,17,Sunday,,52.27287356,55.96333333,8.483333333,9.547395833,25.64583333,17.585,55.96333333
ECIL KAPRA,18-09-2023,0.399166667,6.680416667,21.80208333,55.93833333,25.75833333,63.21208333,5.131666667,2023,9,18,Monday,,42.93055556,55.93833333,8.350520833,6.414583333,19.95833333,21.80208333,55.93833333
ECIL KAPRA,19-09-2023,0.490833333,7.345,22.15125,70.755,37.3925,65.65166667,9.50375,2023,9,19,Tuesday,,61.80112069,70.755,9.18125,11.8796875,24.54166667,22.15125,70.755
ECIL KAPRA,20-09-2023,0.487916667,6.114166667,20.12125,64.93208333,40.64083333,65.94333333,5.20625,2023,9,20,Wednesday,,67.28968391,64.93208333,7.642708333,6.5078125,24.39583333,20.12125,67.28968391
ECIL KAPRA,21-09-2023,0.467083333,5.899583333,13.47291667,64.76291667,40.28291667,76.64125,7.435,2023,9,21,Thursday,,66.68492816,64.76291667,7.374479167,9.29375,23.35416667,13.47291667,66.68492816
ECIL KAPRA,22-09-2023,0.686666667,6.365833333,14.86208333,63.77333333,34.11208333,87.88041667,7.548333333,2023,9,22,Friday,,56.2583477,63.77333333,7.957291667,9.435416667,34.33333333,14.86208333,63.77333333
ECIL KAPRA,23-09-2023,0.402272727,6.398181818,22.85545455,44.95272727,26.32590909,77.97727273,8.291363636,2023,9,23,Saturday,,43.87651515,44.95272727,7.997727273,10.36420455,20.11363636,22.85545455,44.95272727
ECIL KAPRA,24-09-2023,0.53625,7.135416667,20.345,43.51153846,26.07,80.17,6.29,2023,9,24,Sunday,,43.45,43.51153846,8.919270833,7.8625,26.8125,20.345,43.51153846
ECIL KAPRA,25-09-2023,0.6325,7.459583333,24.22375,49.48041667,25.88625,82.63416667,6.468333333,2023,9,25,Monday,,43.14375,49.48041667,9.324479167,8.085416667,31.625,24.22375,49.48041667
ECIL KAPRA,26-09-2023,0.605833333,6.217916667,25.60541667,60.76416667,26.9775,77.72375,6.148333333,2023,9,26,Tuesday,,44.9625,60.76416667,7.772395833,7.685416667,30.29166667,25.60541667,60.76416667
ECIL KAPRA,27-09-2023,0.55625,7.445,44.07833333,70.0875,41.34958333,82.90333333,4.848333333,2023,9,27,Wednesday,,68.48722701,70.0875,9.30625,6.060416667,27.8125,44.07833333,70.0875
ECIL KAPRA,28-09-2023,0.693076923,8.863076923,17.47923077,64.20384615,36.03076923,89.20769231,6.476153846,2023,9,28,Thursday,,59.50026525,64.20384615,11.07884615,8.095192308,34.65384615,17.47923077,64.20384615
ICRISAT Patancheru,01-09-2023,1.071052083,11.23378333,17.73718333,160.875,42.04166667,71.28916667,5.975783338,2023,9,1,Friday,,69.6566092,140.7827181,14.04222917,7.469729172,54.48155208,17.73718333,140.7827181
ICRISAT Patancheru,02-09-2023,1.04338125,11.34971667,21.29294996,118.75,31.5,73.42583333,4.737833375,2023,9,2,Saturday,,51.84482759,112.7936242,14.18714583,5.922291719,53.12568125,21.29294996,112.7936242
ICRISAT Patancheru,03-09-2023,0.856841667,11.29645,21.63023333,17.5,8.458333333,84.16416667,4.871016667,2023,9,3,Sunday,,14.09722222,17.5,14.1205625,6.088770833,42.84208333,21.63023333,42.84208333
ICRISAT Patancheru,04-09-2023,0.97181875,11.27138333,18.37826671,20,10.25,89.82208333,4.416883333,2023,9,4,Monday,,17.08333333,20,14.08922917,5.521104167,48.5909375,18.37826671,48.5909375
ICRISAT Patancheru,05-09-2023,0.918385417,11.19696667,17.55996667,28.5,12.04166667,89.12291667,4.88520825,2023,9,5,Tuesday,,20.06944444,28.5,13.99620833,6.106510313,45.91927083,17.55996667,45.91927083
ICRISAT Patancheru,06-09-2023,0.963708333,11.31916667,15.58118333,35.20833333,12.83333333,84.53625,6.70065,2023,9,6,Wednesday,,21.38888889,35.20833333,14.14895833,8.3758125,48.18541667,15.58118333,48.18541667
ICRISAT Patancheru,07-09-2023,0.887852083,11.21185,14.37905,19.5,7.083333333,83.02416667,5.003108333,2023,9,7,Thursday,,11.80555556,19.5,14.0148125,6.253885417,44.39260417,14.37905,44.39260417
ICRISAT Patancheru,08-09-2023,0.880695833,11.18208333,11.08298338,11.79166667,3.625,82.05416667,5.904824958,2023,9,8,Friday,,6.041666667,11.79166667,13.97760417,7.381031198,44.03479167,11.08298338,44.03479167
ICRISAT Patancheru,09-09-2023,0.90455,11.23691667,11.31165,9.083333333,4.083333333,84.88541667,7.137316708,2023,9,9,Saturday,,6.805555556,9.083333333,14.04614583,8.921645885,45.2275,11.31165,45.2275
ICRISAT Patancheru,10-09-2023,0.964185417,11.25493338,12.53583338,14.08333333,4.875,88.50541667,7.218100042,2023,9,10,Sunday,,8.125,14.08333333,14.06866672,9.022625052,48.20927083,12.53583338,48.20927083
ICRISAT Patancheru,11-09-2023,0.824877083,11.42805,10.81593329,25.20833333,6.458333333,80.35125,5.383008333,2023,9,11,Monday,,10.76388889,25.20833333,14.2850625,6.728760417,41.24385417,10.81593329,41.24385417
ICRISAT Patancheru,12-09-2023,0.7871875,11.16876667,15.34516667,27.125,6.833333333,78.12208333,5.082799958,2023,9,12,Tuesday,,11.38888889,27.125,13.96095833,6.353499948,39.359375,15.34516667,39.359375
ICRISAT Patancheru,13-09-2023,0.926495833,11.2753,13.92253333,31.70833333,7.458333333,75.43708333,6.7203,2023,9,13,Wednesday,,12.43055556,31.70833333,14.094125,8.400375,46.32479167,13.92253333,46.32479167
ICRISAT Patancheru,14-09-2023,0.827739583,11.24396667,14.57096671,25.29166667,8.208333333,79.28375,7.258491667,2023,9,14,Thursday,,13.68055556,25.29166667,14.05495833,9.073114583,41.38697917,14.57096671,41.38697917
ICRISAT Patancheru,15-09-2023,0.8329875,11.28156667,17.11243338,17.125,4.75,78.58958333,9.255149958,2023,9,15,Friday,,7.916666667,17.125,14.10195833,11.56893745,41.649375,17.11243338,41.649375
ICRISAT Patancheru,16-09-2023,0.843006258,11.29958333,13.5289,12.54166667,4.166666667,77.69541667,9.381783333,2023,9,16,Saturday,,6.944444444,12.54166667,14.12447917,11.72722917,42.15031292,13.5289,42.15031292
ICRISAT Patancheru,17-09-2023,0.848254167,11.30663333,12.68120004,20.66666667,5.041666667,75.16416667,7.211550083,2023,9,17,Sunday,,8.402777778,20.66666667,14.13329167,9.014437604,42.41270833,12.68120004,42.41270833
ICRISAT Patancheru,18-09-2023,0.814858333,11.29801667,14.13160008,26.625,4.583333333,71.53333333,9.040091667,2023,9,18,Monday,,7.638888889,26.625,14.12252083,11.30011458,40.74291667,14.13160008,40.74291667
ICRISAT Patancheru,19-09-2023,0.889760417,11.26511667,14.23613333,28.20833333,5.458333333,74.85333333,7.698433333,2023,9,19,Tuesday,,9.097222222,28.20833333,14.08139583,9.623041667,44.48802083,14.23613333,44.48802083
ICRISAT Patancheru,20-09-2023,0.924110417,11.19383333,9.7706,28.125,6,75.29125,4.706175,2023,9,20,Wednesday,,10,28.125,13.99229167,5.88271875,46.20552083,9.7706,46.20552083
ICRISAT Patancheru,21-09-2023,0.992810417,11.1202,7.691366667,26,5.875,80.25958333,6.641699917,2023,9,21,Thursday,,9.791666667,26,13.90025,8.302124896,49.64052083,7.691366667,49.64052083
ICRISAT Patancheru,22-09-2023,1.019547826,11.27509565,9.447200043,20.95652174,7.52173913,85.87869565,6.412165217,2023,9,22,Friday,,12.53623188,20.95652174,14.09386957,8.015206522,51.95784348,9.447200043,51.95784348
ICRISAT Patancheru,23-09-2023,0.934129167,11.32856667,15.2782,12.29166667,4.166666667,81.02458333,4.265141625,2023,9,23,Saturday,,6.944444444,12.29166667,14.16070833,5.331427031,46.70645833,15.2782,46.70645833
ICRISAT Patancheru,24-09-2023,0.963708333,11.19853333,11.19323338,18.375,5.166666667,86.34,5.127558333,2023,9,24,Sunday,,8.611111111,18.375,13.99816667,6.409447917,48.18541667,11.19323338,48.18541667
ICRISAT Patancheru,25-09-2023,0.969433333,11.25023333,13.78533333,25.375,8.458333333,85.09333333,5.326241667,2023,9,25,Monday,,14.09722222,25.375,14.06279167,6.657802083,48.47166667,13.78533333,48.47166667
ICRISAT Patancheru,26-09-2023,0.925541667,11.30663333,20.10796667,28.75,11.54166667,80.73583333,5.975783333,2023,9,26,Tuesday,,19.23611111,28.75,14.13329167,7.469729167,46.27708333,20.10796667,46.27708333
ICRISAT Patancheru,27-09-2023,1.1707625,11.2189,25.03818338,59.29166667,21.70833333,79.81,6.169008333,2023,9,27,Wednesday,,36.18055556,59.29166667,14.023625,7.711260417,59.3673625,25.03818338,59.3673625
ICRISAT Patancheru,28-09-2023,1.08631875,11.29645,19.07488333,24.70833333,12.625,78.50291667,6.352408333,2023,9,28,Thursday,,21.04166667,24.70833333,14.1205625,7.940510417,55.22961875,19.07488333,55.22961875
ICRISAT Patancheru,29-09-2023,0.98613125,11.29096667,15.32638333,25.79166667,8.041666667,78.92291667,5.733433333,2023,9,29,Friday,,13.40277778,25.79166667,14.11370833,7.166791667,49.3065625,15.32638333,49.3065625
ICRISAT Patancheru,30-09-2023,0.906935417,11.2612,17.93808338,16.29166667,4.375,78.64833333,5.274933292,2023,9,30,Saturday,,7.291666667,16.29166667,14.0765,6.593666615,45.34677083,17.93808338,45.34677083
IDA Pashamylaram,01-09-2023,1.051014587,9.236283292,2.504716667,152.1666667,49.33333333,85.6125,6.039100083,2023,9,1,Friday,,81.97701149,134.9966443,11.54535411,7.548875104,53.49971479,2.504716667,134.9966443
IDA Pashamylaram,02-09-2023,0.9932875,9.154816708,2.498183333,86.08333333,36.625,87.22916667,6.087133375,2023,9,2,Saturday,,60.50431034,86.08333333,11.44352089,7.608916719,49.664375,2.498183333,86.08333333
IDA Pashamylaram,03-09-2023,0.907889583,8.128649958,2.568416663,24.16666667,10.75,100.8791667,5.375366625,2023,9,3,Sunday,,17.91666667,24.16666667,10.16081245,6.719208281,45.39447917,2.568416663,45.39447917
IDA Pashamylaram,04-09-2023,0.806952381,7.923752333,3.582133333,29.85714286,18.52380952,108.6571429,4.750933333,2023,9,4,Monday,,30.87301587,29.85714286,9.904690417,5.938666667,40.34761905,3.582133333,40.34761905
IDA Pashamylaram,05-09-2023,0.699722222,6.353355556,8.607666667,34.94444444,17.55555556,106.8333333,4.212377778,2023,9,5,Tuesday,,29.25925926,34.94444444,7.941694444,5.265472222,34.98611111,8.607666667,34.98611111
IDA Pashamylaram,06-09-2023,0.818197921,7.612433292,6.09805,47.33333333,19.41666667,99.1375,4.361208333,2023,9,6,Wednesday,,32.36111111,47.33333333,9.515541615,5.451510417,40.90989604,6.09805,47.33333333
